# Component: secondary
# Region: (6330.0,6375.0)
# KOREL: False
# Parameters: {'rv': -99.9753261321, 'teff': 18000.0, 'vrot': 50.0, 'logg': 4.2, 'lr': 0.3, 'z': 1.0}
6.3300000000e+03 2.9971188423e-01
6.3300250000e+03 2.9971292208e-01
6.3300500000e+03 2.9971410612e-01
6.3300750000e+03 2.9971544285e-01
6.3301000000e+03 2.9971696219e-01
6.3301250000e+03 2.9971870539e-01
6.3301500000e+03 2.9972070110e-01
6.3301750000e+03 2.9972295762e-01
6.3302000000e+03 2.9972547224e-01
6.3302250000e+03 2.9972824179e-01
6.3302500000e+03 2.9973126490e-01
6.3302750000e+03 2.9973454147e-01
6.3303000000e+03 2.9973807244e-01
6.3303250000e+03 2.9974185909e-01
6.3303500000e+03 2.9974590438e-01
6.3303750000e+03 2.9975021228e-01
6.3304000000e+03 2.9975478639e-01
6.3304250000e+03 2.9975963112e-01
6.3304500000e+03 2.9976475149e-01
6.3304750000e+03 2.9977015395e-01
6.3305000000e+03 2.9977584596e-01
6.3305250000e+03 2.9978183554e-01
6.3305500000e+03 2.9978813273e-01
6.3305750000e+03 2.9979474990e-01
6.3306000000e+03 2.9980170201e-01
6.3306250000e+03 2.9980900565e-01
6.3306500000e+03 2.9981668021e-01
6.3306750000e+03 2.9982475041e-01
6.3307000000e+03 2.9983324995e-01
6.3307250000e+03 2.9984223251e-01
6.3307500000e+03 2.9985178589e-01
6.3307750000e+03 2.9986205284e-01
6.3308000000e+03 2.9987326139e-01
6.3308250000e+03 2.9988567461e-01
6.3308500000e+03 2.9989925210e-01
6.3308750000e+03 2.9991307088e-01
6.3309000000e+03 2.9992529302e-01
6.3309250000e+03 2.9993427131e-01
6.3309500000e+03 2.9993977597e-01
6.3309750000e+03 2.9994290180e-01
6.3310000000e+03 2.9994496949e-01
6.3310250000e+03 2.9994678917e-01
6.3310500000e+03 2.9994866672e-01
6.3310750000e+03 2.9995056471e-01
6.3311000000e+03 2.9995190012e-01
6.3311250000e+03 2.9995080460e-01
6.3311500000e+03 2.9994301879e-01
6.3311750000e+03 2.9992112040e-01
6.3312000000e+03 2.9987534346e-01
6.3312250000e+03 2.9979664018e-01
6.3312500000e+03 2.9968039085e-01
6.3312750000e+03 2.9952842096e-01
6.3313000000e+03 2.9934878189e-01
6.3313250000e+03 2.9915375829e-01
6.3313500000e+03 2.9895649410e-01
6.3313750000e+03 2.9876715238e-01
6.3314000000e+03 2.9859062048e-01
6.3314250000e+03 2.9842726218e-01
6.3314500000e+03 2.9827535101e-01
6.3314750000e+03 2.9813292853e-01
6.3315000000e+03 2.9799849416e-01
6.3315250000e+03 2.9787101790e-01
6.3315500000e+03 2.9774979147e-01
6.3315750000e+03 2.9763430188e-01
6.3316000000e+03 2.9752415711e-01
6.3316250000e+03 2.9741904778e-01
6.3316500000e+03 2.9731872879e-01
6.3316750000e+03 2.9722300703e-01
6.3317000000e+03 2.9713172740e-01
6.3317250000e+03 2.9704475855e-01
6.3317500000e+03 2.9696198256e-01
6.3317750000e+03 2.9688329375e-01
6.3318000000e+03 2.9680860074e-01
6.3318250000e+03 2.9673782406e-01
6.3318500000e+03 2.9667089408e-01
6.3318750000e+03 2.9660775001e-01
6.3319000000e+03 2.9654833848e-01
6.3319250000e+03 2.9649261242e-01
6.3319500000e+03 2.9644053079e-01
6.3319750000e+03 2.9639205712e-01
6.3320000000e+03 2.9634715914e-01
6.3320250000e+03 2.9630580854e-01
6.3320500000e+03 2.9626797833e-01
6.3320750000e+03 2.9623364262e-01
6.3321000000e+03 2.9620277802e-01
6.3321250000e+03 2.9617535892e-01
6.3321500000e+03 2.9615134921e-01
6.3321750000e+03 2.9613070245e-01
6.3322000000e+03 2.9611337959e-01
6.3322250000e+03 2.9609937030e-01
6.3322500000e+03 2.9608869073e-01
6.3322750000e+03 2.9608136249e-01
6.3323000000e+03 2.9607739828e-01
6.3323250000e+03 2.9607680197e-01
6.3323500000e+03 2.9607957322e-01
6.3323750000e+03 2.9608570925e-01
6.3324000000e+03 2.9609520462e-01
6.3324250000e+03 2.9610805098e-01
6.3324500000e+03 2.9612424094e-01
6.3324750000e+03 2.9614377960e-01
6.3325000000e+03 2.9616669335e-01
6.3325250000e+03 2.9619301978e-01
6.3325500000e+03 2.9622278258e-01
6.3325750000e+03 2.9625598058e-01
6.3326000000e+03 2.9629261057e-01
6.3326250000e+03 2.9633269319e-01
6.3326500000e+03 2.9637627355e-01
6.3326750000e+03 2.9642340492e-01
6.3327000000e+03 2.9647413499e-01
6.3327250000e+03 2.9652850487e-01
6.3327500000e+03 2.9658655478e-01
6.3327750000e+03 2.9664832708e-01
6.3328000000e+03 2.9671386701e-01
6.3328250000e+03 2.9678322432e-01
6.3328500000e+03 2.9685645812e-01
6.3328750000e+03 2.9693364270e-01
6.3329000000e+03 2.9701486791e-01
6.3329250000e+03 2.9710023686e-01
6.3329500000e+03 2.9718986623e-01
6.3329750000e+03 2.9728389047e-01
6.3330000000e+03 2.9738246716e-01
6.3330250000e+03 2.9748578379e-01
6.3330500000e+03 2.9759406725e-01
6.3330750000e+03 2.9770759712e-01
6.3331000000e+03 2.9782672576e-01
6.3331250000e+03 2.9795190874e-01
6.3331500000e+03 2.9808376211e-01
6.3331750000e+03 2.9822316757e-01
6.3332000000e+03 2.9837143302e-01
6.3332250000e+03 2.9853039417e-01
6.3332500000e+03 2.9870202471e-01
6.3332750000e+03 2.9888696207e-01
6.3333000000e+03 2.9908209052e-01
6.3333250000e+03 2.9927895866e-01
