# Component: primary
# Region: (6330.0,6375.0)
# KOREL: False
# Parameters: {'rv': 19.9864936135, 'teff': 25000.0, 'vrot': 150.0, 'logg': 4.2, 'lr': 0.7, 'z': 1.0}
6.3300000000e+03 6.9995987687e-01
6.3300250000e+03 6.9995814162e-01
6.3300500000e+03 6.9995640637e-01
6.3300750000e+03 6.9995467112e-01
6.3301000000e+03 6.9995293587e-01
6.3301250000e+03 6.9995120062e-01
6.3301500000e+03 6.9994946537e-01
6.3301750000e+03 6.9994773012e-01
6.3302000000e+03 6.9994599487e-01
6.3302250000e+03 6.9994425962e-01
6.3302500000e+03 6.9994252434e-01
6.3302750000e+03 6.9994078920e-01
6.3303000000e+03 6.9993905354e-01
6.3303250000e+03 6.9993731981e-01
6.3303500000e+03 6.9993557889e-01
6.3303750000e+03 6.9993386480e-01
6.3304000000e+03 6.9993205063e-01
6.3304250000e+03 6.9993056168e-01
6.3304500000e+03 6.9992979003e-01
6.3304750000e+03 6.9992911819e-01
6.3305000000e+03 6.9992843441e-01
6.3305250000e+03 6.9992777428e-01
6.3305500000e+03 6.9992712878e-01
6.3305750000e+03 6.9992649861e-01
6.3306000000e+03 6.9992588154e-01
6.3306250000e+03 6.9992527653e-01
6.3306500000e+03 6.9992468237e-01
6.3306750000e+03 6.9992409827e-01
6.3307000000e+03 6.9992352377e-01
6.3307250000e+03 6.9992295849e-01
6.3307500000e+03 6.9992240218e-01
6.3307750000e+03 6.9992185449e-01
6.3308000000e+03 6.9992131512e-01
6.3308250000e+03 6.9992078396e-01
6.3308500000e+03 6.9992026094e-01
6.3308750000e+03 6.9991974593e-01
6.3309000000e+03 6.9991923885e-01
6.3309250000e+03 6.9991873963e-01
6.3309500000e+03 6.9991824818e-01
6.3309750000e+03 6.9991776453e-01
6.3310000000e+03 6.9991728857e-01
6.3310250000e+03 6.9991681999e-01
6.3310500000e+03 6.9991635865e-01
6.3310750000e+03 6.9991590464e-01
6.3311000000e+03 6.9991545797e-01
6.3311250000e+03 6.9991501863e-01
6.3311500000e+03 6.9991458674e-01
6.3311750000e+03 6.9991416171e-01
6.3312000000e+03 6.9991374294e-01
6.3312250000e+03 6.9991333062e-01
6.3312500000e+03 6.9991292490e-01
6.3312750000e+03 6.9991252584e-01
6.3313000000e+03 6.9991213372e-01
6.3313250000e+03 6.9991174912e-01
6.3313500000e+03 6.9991137234e-01
6.3313750000e+03 6.9991100273e-01
6.3314000000e+03 6.9991063903e-01
6.3314250000e+03 6.9991027977e-01
6.3314500000e+03 6.9990991798e-01
6.3314750000e+03 6.9990952851e-01
6.3315000000e+03 6.9990903689e-01
6.3315250000e+03 6.9990825092e-01
6.3315500000e+03 6.9990675480e-01
6.3315750000e+03 6.9990379442e-01
6.3316000000e+03 6.9989825448e-01
6.3316250000e+03 6.9988885220e-01
6.3316500000e+03 6.9987452630e-01
6.3316750000e+03 6.9985486208e-01
6.3317000000e+03 6.9983033799e-01
6.3317250000e+03 6.9980224352e-01
6.3317500000e+03 6.9977231722e-01
6.3317750000e+03 6.9974225245e-01
6.3318000000e+03 6.9971327731e-01
6.3318250000e+03 6.9968599308e-01
6.3318500000e+03 6.9966047872e-01
6.3318750000e+03 6.9963653020e-01
6.3319000000e+03 6.9961386857e-01
6.3319250000e+03 6.9959224792e-01
6.3319500000e+03 6.9957147731e-01
6.3319750000e+03 6.9955140266e-01
6.3320000000e+03 6.9953188361e-01
6.3320250000e+03 6.9951278524e-01
6.3320500000e+03 6.9949400205e-01
6.3320750000e+03 6.9947549644e-01
6.3321000000e+03 6.9945730214e-01
6.3321250000e+03 6.9943948067e-01
6.3321500000e+03 6.9942207196e-01
6.3321750000e+03 6.9940507588e-01
6.3322000000e+03 6.9938846734e-01
6.3322250000e+03 6.9937221648e-01
6.3322500000e+03 6.9935629819e-01
6.3322750000e+03 6.9934069252e-01
6.3323000000e+03 6.9932538305e-01
6.3323250000e+03 6.9931035600e-01
6.3323500000e+03 6.9929559966e-01
6.3323750000e+03 6.9928110389e-01
6.3324000000e+03 6.9926685968e-01
6.3324250000e+03 6.9925285892e-01
6.3324500000e+03 6.9923909432e-01
6.3324750000e+03 6.9922555947e-01
6.3325000000e+03 6.9921224925e-01
6.3325250000e+03 6.9919915837e-01
6.3325500000e+03 6.9918628141e-01
6.3325750000e+03 6.9917361370e-01
6.3326000000e+03 6.9916115106e-01
6.3326250000e+03 6.9914888914e-01
6.3326500000e+03 6.9913682348e-01
6.3326750000e+03 6.9912495093e-01
6.3327000000e+03 6.9911326834e-01
6.3327250000e+03 6.9910177291e-01
6.3327500000e+03 6.9909046172e-01
6.3327750000e+03 6.9907933201e-01
6.3328000000e+03 6.9906838265e-01
6.3328250000e+03 6.9905761623e-01
6.3328500000e+03 6.9904704299e-01
6.3328750000e+03 6.9903668360e-01
6.3329000000e+03 6.9902656755e-01
6.3329250000e+03 6.9901672374e-01
6.3329500000e+03 6.9900716434e-01
6.3329750000e+03 6.9899787455e-01
6.3330000000e+03 6.9898881499e-01
6.3330250000e+03 6.9897993692e-01
6.3330500000e+03 6.9897120200e-01
6.3330750000e+03 6.9896258890e-01
6.3331000000e+03 6.9895409386e-01
6.3331250000e+03 6.9894572226e-01
6.3331500000e+03 6.9893748071e-01
6.3331750000e+03 6.9892937569e-01
6.3332000000e+03 6.9892141070e-01
6.3332250000e+03 6.9891358785e-01
6.3332500000e+03 6.9890590730e-01
6.3332750000e+03 6.9889836949e-01
6.3333000000e+03 6.9889097460e-01
6.3333250000e+03 6.9888372280e-01
6.3333500000e+03 6.9887661403e-01
6.3333750000e+03 6.9886964738e-01
6.3334000000e+03 6.9886282238e-01
6.3334250000e+03 6.9885613831e-01
6.3334500000e+03 6.9884959402e-01
6.3334750000e+03 6.9884318717e-01
6.3335000000e+03 6.9883691302e-01
6.3335250000e+03 6.9883076557e-01
6.3335500000e+03 6.9882473728e-01
6.3335750000e+03 6.9881881958e-01
6.3336000000e+03 6.9881300235e-01
6.3336250000e+03 6.9880726651e-01
