# Component: secondary
# Region: (6500.0,6600.0)
# KOREL: False
# Parameters: {'rv': -99.9753261321, 'teff': 18000.0, 'vrot': 50.0, 'logg': 4.2, 'lr': 0.3, 'z': 1.0}
6.5000000000e+03 2.9926577910e-01
6.5000250000e+03 2.9926478941e-01
6.5000500000e+03 2.9926320139e-01
6.5000750000e+03 2.9926018184e-01
6.5001000000e+03 2.9925448401e-01
6.5001250000e+03 2.9924490478e-01
6.5001500000e+03 2.9923103275e-01
6.5001750000e+03 2.9921368283e-01
6.5002000000e+03 2.9919456141e-01
6.5002250000e+03 2.9917541116e-01
6.5002500000e+03 2.9915731661e-01
6.5002750000e+03 2.9914060461e-01
6.5003000000e+03 2.9912516351e-01
6.5003250000e+03 2.9911076867e-01
6.5003500000e+03 2.9909723389e-01
6.5003750000e+03 2.9908442947e-01
6.5004000000e+03 2.9907225622e-01
6.5004250000e+03 2.9906061262e-01
6.5004500000e+03 2.9904934544e-01
6.5004750000e+03 2.9903818090e-01
6.5005000000e+03 2.9902669484e-01
6.5005250000e+03 2.9901440804e-01
6.5005500000e+03 2.9900102596e-01
6.5005750000e+03 2.9898665867e-01
6.5006000000e+03 2.9897180456e-01
6.5006250000e+03 2.9895708677e-01
6.5006500000e+03 2.9894296599e-01
6.5006750000e+03 2.9892963651e-01
6.5007000000e+03 2.9891709892e-01
6.5007250000e+03 2.9890527881e-01
6.5007500000e+03 2.9889409928e-01
6.5007750000e+03 2.9888350281e-01
6.5008000000e+03 2.9887344986e-01
6.5008250000e+03 2.9886391239e-01
6.5008500000e+03 2.9885486983e-01
6.5008750000e+03 2.9884630552e-01
6.5009000000e+03 2.9883820610e-01
6.5009250000e+03 2.9883056072e-01
6.5009500000e+03 2.9882336061e-01
6.5009750000e+03 2.9881659759e-01
6.5010000000e+03 2.9881026480e-01
6.5010250000e+03 2.9880435650e-01
6.5010500000e+03 2.9879886694e-01
6.5010750000e+03 2.9879378954e-01
6.5011000000e+03 2.9878911640e-01
6.5011250000e+03 2.9878483714e-01
6.5011500000e+03 2.9878093752e-01
6.5011750000e+03 2.9877740133e-01
6.5012000000e+03 2.9877421247e-01
6.5012250000e+03 2.9877135555e-01
6.5012500000e+03 2.9876881569e-01
6.5012750000e+03 2.9876657707e-01
6.5013000000e+03 2.9876462540e-01
6.5013250000e+03 2.9876295110e-01
6.5013500000e+03 2.9876155417e-01
6.5013750000e+03 2.9876044818e-01
6.5014000000e+03 2.9875965950e-01
6.5014250000e+03 2.9875922407e-01
6.5014500000e+03 2.9875917919e-01
6.5014750000e+03 2.9875955459e-01
6.5015000000e+03 2.9876036993e-01
6.5015250000e+03 2.9876163472e-01
6.5015500000e+03 2.9876335232e-01
6.5015750000e+03 2.9876552260e-01
6.5016000000e+03 2.9876814355e-01
6.5016250000e+03 2.9877121431e-01
6.5016500000e+03 2.9877473594e-01
6.5016750000e+03 2.9877870892e-01
6.5017000000e+03 2.9878313196e-01
6.5017250000e+03 2.9878799874e-01
6.5017500000e+03 2.9879329592e-01
6.5017750000e+03 2.9879900990e-01
6.5018000000e+03 2.9880513385e-01
6.5018250000e+03 2.9881167202e-01
6.5018500000e+03 2.9881864072e-01
6.5018750000e+03 2.9882606500e-01
6.5019000000e+03 2.9883397316e-01
6.5019250000e+03 2.9884239094e-01
6.5019500000e+03 2.9885133884e-01
6.5019750000e+03 2.9886083596e-01
6.5020000000e+03 2.9887090269e-01
6.5020250000e+03 2.9888156483e-01
6.5020500000e+03 2.9889285473e-01
6.5020750000e+03 2.9890481381e-01
6.5021000000e+03 2.9891749841e-01
6.5021250000e+03 2.9893098753e-01
6.5021500000e+03 2.9894539784e-01
6.5021750000e+03 2.9896090192e-01
6.5022000000e+03 2.9897772534e-01
6.5022250000e+03 2.9899604774e-01
6.5022500000e+03 2.9901573648e-01
6.5022750000e+03 2.9903599495e-01
6.5023000000e+03 2.9905526574e-01
6.5023250000e+03 2.9907173208e-01
6.5023500000e+03 2.9908419944e-01
6.5023750000e+03 2.9909267041e-01
6.5024000000e+03 2.9909815719e-01
6.5024250000e+03 2.9910197694e-01
6.5024500000e+03 2.9910513986e-01
6.5024750000e+03 2.9910819129e-01
6.5025000000e+03 2.9911135417e-01
6.5025250000e+03 2.9911470365e-01
6.5025500000e+03 2.9911827535e-01
6.5025750000e+03 2.9912211929e-01
6.5026000000e+03 2.9912632039e-01
6.5026250000e+03 2.9913097647e-01
6.5026500000e+03 2.9913611829e-01
6.5026750000e+03 2.9914158674e-01
6.5027000000e+03 2.9914694965e-01
6.5027250000e+03 2.9915158526e-01
6.5027500000e+03 2.9915495828e-01
6.5027750000e+03 2.9915689686e-01
6.5028000000e+03 2.9915763309e-01
6.5028250000e+03 2.9915759862e-01
6.5028500000e+03 2.9915718485e-01
6.5028750000e+03 2.9915663265e-01
6.5029000000e+03 2.9915605145e-01
6.5029250000e+03 2.9915547968e-01
