 6321.0000  0.998736
 6321.0600  0.998763
 6321.1200  0.998812
 6321.1800  0.998870
 6321.2400  0.998958
 6321.3000  0.999050
 6321.3600  0.999158
 6321.4200  0.999286
 6321.4800  0.999437
 6321.5400  0.999590
 6321.6000  0.999750
 6321.6600  0.999913
 6321.7200  1.000075
 6321.7800  1.000237
 6321.8400  1.000400
 6321.9000  1.000541
 6321.9600  1.000683
 6322.0200  1.000805
 6322.0800  1.000896
 6322.1400  1.000955
 6322.2000  1.000984
 6322.2600  1.000981
 6322.3200  1.000949
 6322.3800  1.000895
 6322.4400  1.000821
 6322.5000  1.000736
 6322.5600  1.000632
 6322.6200  1.000526
 6322.6800  1.000400
 6322.7400  1.000275
 6322.8000  1.000127
 6322.8600  0.999971
 6322.9200  0.999818
 6322.9800  0.999671
 6323.0400  0.999499
 6323.1000  0.999296
 6323.1600  0.999081
 6323.2200  0.998893
 6323.2800  0.998690
 6323.3400  0.998403
 6323.4000  0.998163
 6323.4600  0.998062
 6323.5200  0.997828
 6323.5800  0.997051
 6323.6400  0.996113
 6323.7000  0.995647
 6323.7600  0.995462
 6323.8200  0.995517
 6323.8800  0.995626
 6323.9400  0.995256
 6324.0000  0.994074
 6324.0600  0.992491
 6324.1200  0.991324
 6324.1800  0.990803
 6324.2400  0.990170
 6324.3000  0.988810
 6324.3600  0.986889
 6324.4200  0.985127
 6324.4800  0.983862
 6324.5400  0.982776
 6324.6000  0.981555
 6324.6600  0.980365
 6324.7200  0.979388
 6324.7800  0.978496
 6324.8400  0.977853
 6324.9000  0.977661
 6324.9600  0.978041
 6325.0200  0.979141
 6325.0800  0.980818
 6325.1400  0.982646
 6325.2000  0.984457
 6325.2600  0.986504
 6325.3200  0.988866
 6325.3800  0.991317
 6325.4400  0.993530
 6325.5000  0.995301
 6325.5600  0.996973
 6325.6200  0.998751
 6325.6800  1.000322
 6325.7400  1.001066
 6325.8000  1.000650
 6325.8600  0.999221
 6325.9200  0.997355
 6325.9800  0.995427
 6326.0400  0.993425
 6326.1000  0.991189
 6326.1600  0.988872
 6326.2200  0.986716
 6326.2800  0.984643
 6326.3400  0.982560
 6326.4000  0.980165
 6326.4600  0.977515
 6326.5200  0.974978
 6326.5800  0.973154
 6326.6400  0.971957
 6326.7000  0.970664
 6326.7600  0.968931
 6326.8200  0.966904
 6326.8800  0.964643
 6326.9400  0.961779
 6327.0000  0.958158
 6327.0600  0.954387
 6327.1200  0.951311
 6327.1800  0.949431
 6327.2400  0.948812
 6327.3000  0.949461
 6327.3600  0.950975
 6327.4200  0.953120
 6327.4800  0.956621
 6327.5400  0.962020
 6327.6000  0.968589
 6327.6600  0.975116
 6327.7200  0.981045
 6327.7800  0.986335
 6327.8400  0.990694
 6327.9000  0.993962
 6327.9600  0.996380
 6328.0200  0.998179
 6328.0800  0.999748
 6328.1400  1.001214
 6328.2000  1.002189
 6328.2600  1.002418
 6328.3200  1.002119
 6328.3800  1.001766
 6328.4400  1.001752
 6328.5000  1.002006
 6328.5600  1.002200
 6328.6200  1.002012
 6328.6800  1.001456
 6328.7400  1.000871
 6328.8000  1.000546
 6328.8600  1.000294
 6328.9200  0.999898
 6328.9800  0.999560
 6329.0400  0.999363
 6329.1000  0.998877
 6329.1600  0.997712
 6329.2200  0.995557
 6329.2800  0.991911
 6329.3400  0.986676
 6329.4000  0.980685
 6329.4600  0.974780
 6329.5200  0.968787
 6329.5800  0.962788
 6329.6400  0.957444
 6329.7000  0.953087
 6329.7600  0.949941
 6329.8200  0.948084
 6329.8800  0.947554
 6329.9400  0.948492
 6330.0000  0.950960
 6330.0600  0.954613
 6330.1200  0.958706
 6330.1800  0.962552
 6330.2400  0.965682
 6330.3000  0.968269
 6330.3600  0.970167
 6330.4200  0.971159
 6330.4800  0.971854
 6330.5400  0.972872
 6330.6000  0.974141
 6330.6600  0.975492
 6330.7200  0.976995
 6330.7800  0.978815
 6330.8400  0.981111
 6330.9000  0.984047
 6330.9600  0.987019
 6331.0200  0.989215
 6331.0800  0.990764
 6331.1400  0.992023
 6331.2000  0.992956
 6331.2600  0.993161
 6331.3200  0.992528
 6331.3800  0.991302
 6331.4400  0.989751
 6331.5000  0.988370
 6331.5600  0.987287
 6331.6200  0.986021
